Job Id,Job Title,Company,location,skills,Job Description,Responsibilities,search_text
1919715149298401,Marketing Director,American Electric Power,N'Djamena,Brand strategy Brand development Creative direction Brand management Market research,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.","Manage and strengthen brand identity, ensuring consistent messaging and visual identity. Develop brand campaigns and positioning. Monitor brand performance and reputation.","Marketing Director Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition. Brand strategy Brand development Creative direction Brand management Market research Manage and strengthen brand identity, ensuring consistent messaging and visual identity. Develop brand campaigns and positioning. Monitor brand performance and reputation."
2342764409719838,QA Analyst,Origin Energy,Vaduz,Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively.",Focus on performance and load testing to assess the scalability and responsiveness of software applications. Identify bottlenecks and optimize application performance. Generate performance test reports and recommendations.,"QA Analyst Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively. Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis Focus on performance and load testing to assess the scalability and responsiveness of software applications. Identify bottlenecks and optimize application performance. Generate performance test reports and recommendations."
435864085475080,Sales Manager,Kellogg,Praia,Sales strategy development Territory management Sales team leadership,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.",Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition.,"Sales Manager Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams. Sales strategy development Territory management Sales team leadership Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition."
2379914254444840,Java Developer,Stanley Black & Decker,City of Baghdad,"Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation","Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.","Focus on developing Java-based web applications, including frontend and backend components. Create user interfaces and integrate with databases. Ensure web application security and performance.","Java Developer Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience. Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation Focus on developing Java-based web applications, including frontend and backend components. Create user interfaces and integrate with databases. Ensure web application security and performance."
4625193956712,Project Manager,Ferguson plc,Dili,Construction management Budgeting Contract negotiation Safety regulations,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.","Project Manager The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery. Construction management Budgeting Contract negotiation Safety regulations Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders."
871317864224273,Procurement Coordinator,Massachusetts Mutual Life Insurance,Madrid,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.","Coordinate purchasing activities, including vendor sourcing and negotiation. Create purchase orders and track deliveries. Ensure cost-effective procurement.","Procurement Coordinator Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions. Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations Coordinate purchasing activities, including vendor sourcing and negotiation. Create purchase orders and track deliveries. Ensure cost-effective procurement."
2220401639207306,Litigation Attorney,Derwent London,San Salvador,Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.","Litigation Attorney Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance. Family law Divorce proceedings Child custody Mediation Legal counseling Court representation Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services."
2437189978892041,Substance Abuse Counselor,TD Synnex,Tokyo,Addiction counseling techniques Substance abuse treatment Counseling ethics,"An Addiction Counselor provides support and therapy to individuals struggling with addiction, helping them overcome substance abuse and develop healthier coping strategies.",Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions.,"Substance Abuse Counselor An Addiction Counselor provides support and therapy to individuals struggling with addiction, helping them overcome substance abuse and develop healthier coping strategies. Addiction counseling techniques Substance abuse treatment Counseling ethics Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions."
2304426507653818,UI Developer,Deutsche Wohnen SE,San Salvador,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.","UI Developer A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly. Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience."
2198556338063318,Database Developer,Hewlett Packard Enterprise,Antananarivo,SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","Design, develop, and maintain SQL databases, ensuring data integrity and performance. Write complex SQL queries and stored procedures. Troubleshoot database issues and optimize queries.","Database Developer SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security. SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills Design, develop, and maintain SQL databases, ensuring data integrity and performance. Write complex SQL queries and stored procedures. Troubleshoot database issues and optimize queries."
1381102923965193,Social Media Manager,Omnicom Group,Naypyidaw,"Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification","Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,"Social Media Manager Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making. Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes."
319830172149685,UX Researcher,Gree Electric Appliances,Bishkek,User research methods Usability testing Data analysis and interpretation,"Conduct user research to understand customer needs, preferences, and behaviors to inform product development.","Conduct user research to understand user behavior, needs, and preferences. Plan and execute user interviews, surveys, and usability studies. Analyze research findings and generate insights.","UX Researcher Conduct user research to understand customer needs, preferences, and behaviors to inform product development. User research methods Usability testing Data analysis and interpretation Conduct user research to understand user behavior, needs, and preferences. Plan and execute user interviews, surveys, and usability studies. Analyze research findings and generate insights."
985388292168869,IT Support Specialist,Aurizon Holdings,Doha,Technical troubleshooting Customer service and communication Ticketing system usage Basic IT knowledge Problem-solving and critical-thinking skills,"Help Desk Support Specialists provide technical assistance and support to end-users, resolving IT issues and ensuring smooth operations.","Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Document and track support requests and resolutions. Provide training and guidance to end-users.","IT Support Specialist Help Desk Support Specialists provide technical assistance and support to end-users, resolving IT issues and ensuring smooth operations. Technical troubleshooting Customer service and communication Ticketing system usage Basic IT knowledge Problem-solving and critical-thinking skills Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Document and track support requests and resolutions. Provide training and guidance to end-users."
251859120011690,Software Engineer,Autoliv,Kuala Lumpur,"Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.","Software Engineer A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently. Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django) Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend."
1109416200269479,Marketing Director,CVS Health,Jakarta,Brand strategy Brand development Creative direction Brand management Market research,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.","Manage and strengthen brand identity, ensuring consistent messaging and visual identity. Develop brand campaigns and positioning. Monitor brand performance and reputation.","Marketing Director Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition. Brand strategy Brand development Creative direction Brand management Market research Manage and strengthen brand identity, ensuring consistent messaging and visual identity. Develop brand campaigns and positioning. Monitor brand performance and reputation."
1595385296180687,Network Engineer,Paccar,Dublin,"Network management Troubleshooting Network security IT certifications (e.g., CCNA)","Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance.","Network Engineer Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security. Network management Troubleshooting Network security IT certifications (e.g., CCNA) Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance."
1677088353135177,Registered Nurse,International Business Machines,Kigali,Nursing leadership Charge nurse responsibilities Team coordination,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department.",Supervise nursing staff and allocate patient assignments. Ensure compliance with nursing standards and protocols. Act as a resource for nursing-related issues.,"Registered Nurse A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department. Nursing leadership Charge nurse responsibilities Team coordination Supervise nursing staff and allocate patient assignments. Ensure compliance with nursing standards and protocols. Act as a resource for nursing-related issues."
741171751047975,Financial Analyst,Berkeley Group Holdings,Pretoria,Financial analysis Investment evaluation Portfolio management Data analysis,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.","Financial Analyst Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management. Financial analysis Investment evaluation Portfolio management Data analysis Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations."
2459385607489657,Software Engineer,SSE plc,Tallinn,"Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills","DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues.","Software Engineer DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD). Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues."
242036143181598,Technical Writer,Union Pacific,Brussels,Writing skills Content creation SEO knowledge Research skills Grammar and proofreading,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","Write informative and engaging content for websites, blogs, and marketing materials. Conduct research and interviews to gather information. Tailor content to target audiences.","Technical Writer Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences. Writing skills Content creation SEO knowledge Research skills Grammar and proofreading Write informative and engaging content for websites, blogs, and marketing materials. Conduct research and interviews to gather information. Tailor content to target audiences."
3066845248155085,Event Coordinator,Andersons,Copenhagen,Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations.","Event Coordinator Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome. Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations."
198601548093270,Software Engineer,Adobe,Funafuti,"Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.","Software Engineer A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently. Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django) Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend."
2223114600248334,Sales Associate,Beacon Roofing Supply,Roseau,Customer service Sales techniques Product knowledge Cash handling Communication skills,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.","Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising.","Sales Associate A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience. Customer service Sales techniques Product knowledge Cash handling Communication skills Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising."
2480463330472316,UX/UI Designer,Henry Schein,Marigot,"User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows","User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.",Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback.,"UX/UI Designer User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications. User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback."
2682599540645378,Event Coordinator,Ecolab,Warsaw,Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail,"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.","Specialize in planning and managing corporate events, including meetings, seminars, and trade shows. Handle event marketing and branding. Oversee event registration and attendee experience.","Event Coordinator Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees. Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail Specialize in planning and managing corporate events, including meetings, seminars, and trade shows. Handle event marketing and branding. Oversee event registration and attendee experience."
1924539200032171,Office Manager,Opendoor Technologies,Copenhagen,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.","Manage office facilities, including maintenance and space planning. Ensure workplace safety and compliance. Oversee office renovations and improvements.","Office Manager Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment. Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management Manage office facilities, including maintenance and space planning. Ensure workplace safety and compliance. Oversee office renovations and improvements."
1980321328862020,Marketing Manager,NMDC Limited,Charlotte Amalie,Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.","Promote specific products or services through marketing plans, product messaging, and collaboration with sales teams. Conduct market research and competitor analysis. Create product launch plans.","Marketing Manager Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market. Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration Promote specific products or services through marketing plans, product messaging, and collaboration with sales teams. Conduct market research and competitor analysis. Create product launch plans."
383699718849286,Family Nurse Practitioner,Skechers U.S.A.,Zagreb,Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.","Specialize in pediatric care, addressing the unique healthcare needs of children. Administer vaccinations and provide well-child checkups. Educate parents on child health and development.","Family Nurse Practitioner Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care. Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology Specialize in pediatric care, addressing the unique healthcare needs of children. Administer vaccinations and provide well-child checkups. Educate parents on child health and development."
2247282004825743,HR Coordinator,CDW,Phnom Penh,Employee benefits administration Benefits compliance HRIS Benefits communication,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.","Administer employee benefits programs, respond to benefits inquiries, and process benefit changes. Collaborate with benefits providers and brokers. Educate employees on available benefits.","HR Coordinator Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies. Employee benefits administration Benefits compliance HRIS Benefits communication Administer employee benefits programs, respond to benefits inquiries, and process benefit changes. Collaborate with benefits providers and brokers. Educate employees on available benefits."
1923263081420345,Sales Associate,MRF Limited,Funafuti,Customer service Sales techniques Product knowledge Cash handling Communication skills,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.","Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising.","Sales Associate A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience. Customer service Sales techniques Product knowledge Cash handling Communication skills Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising."
1228660639394028,Dental Hygienist,Fuchs Petrolub SE,AsunciÃ³n,Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,Specialize in the treatment of gum diseases and periodontal conditions. Perform deep cleanings and scaling procedures. Monitor and assess periodontal health.,Dental Hygienist A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss. Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education Specialize in the treatment of gum diseases and periodontal conditions. Perform deep cleanings and scaling procedures. Monitor and assess periodontal health.
841387933563923,UX/UI Designer,Fluor,Luanda,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.","UX/UI Designer Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses. Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs."
1348688101191025,SEO Analyst,Burlington Stores,Vientiane,"Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization","As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","Focus on technical aspects of SEO, including website structure, page speed, and mobile optimization. Conduct technical SEO audits and provide recommendations for website improvements. Collaborate with web developers on technical SEO implementations.","SEO Analyst As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO. Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization Focus on technical aspects of SEO, including website structure, page speed, and mobile optimization. Conduct technical SEO audits and provide recommendations for website improvements. Collaborate with web developers on technical SEO implementations."
1159644266908053,Project Manager,Raymond James Financial,Kuwait City,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)","The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.","Facilitate agile project development, collaborate with cross-functional teams, and manage project backlogs and sprints. Coach and mentor team members on agile practices. Drive continuous improvement of agile processes.","Project Manager The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members. Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira) Facilitate agile project development, collaborate with cross-functional teams, and manage project backlogs and sprints. Coach and mentor team members on agile practices. Drive continuous improvement of agile processes."
2214266869296381,Pediatrician,Adelaide Brighton,Guatemala City,Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.","Provide primary healthcare to infants, children, and adolescents. Conduct well-child check-ups, vaccinations, and screenings. Diagnose and treat illnesses and injuries in pediatric patients.","Pediatrician General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being. Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills Provide primary healthcare to infants, children, and adolescents. Conduct well-child check-ups, vaccinations, and screenings. Diagnose and treat illnesses and injuries in pediatric patients."
2113562761790237,Brand Manager,Shree Cement,Willemstad,Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.,Manage the branding of specific products or product lines. Create product launch plans and marketing campaigns. Ensure consistent product messaging and brand representation.,Brand Manager A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio. Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting Manage the branding of specific products or product lines. Create product launch plans and marketing campaigns. Ensure consistent product messaging and brand representation.
414739727068672,Electrical Designer,Albertsons,Praia,Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design.","Electrical Designer Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions. Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design."
2411240273871882,Marketing Coordinator,Caesars Entertainment,Dakar,Digital marketing strategy development Social media advertising Email marketing Google Analytics and SEO Content management systems (CMS) proficiency,"Digital Marketing Coordinators manage online marketing efforts, including social media, email marketing, and SEO, to drive digital engagement and growth.","Support digital marketing efforts, including social media management and email marketing. Create and schedule digital content. Analyze digital marketing analytics.","Marketing Coordinator Digital Marketing Coordinators manage online marketing efforts, including social media, email marketing, and SEO, to drive digital engagement and growth. Digital marketing strategy development Social media advertising Email marketing Google Analytics and SEO Content management systems (CMS) proficiency Support digital marketing efforts, including social media management and email marketing. Create and schedule digital content. Analyze digital marketing analytics."
655387934388283,Social Media Manager,Emerson Electric,Yaren District (de facto),"Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification","Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,"Social Media Manager Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making. Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes."
